customer_unique_id,order_count,first_purchase_date,last_purchase_date,total_spent,state,city
b2bd387fdc3cf05931f0f897d607dc88,4,2018-02-27 10:55:00,2018-03-05 18:13:00,638.77,SP,ribeirao preto
25a560b9a6006157838aab1bdbd68624,4,2017-04-08 05:48:00,2017-04-09 06:03:00,131.8,RS,porto alegre
9cc5a07f169a1606fd347a56683e6ea6,4,2017-12-13 21:34:00,2018-08-22 01:37:00,419.25,RJ,rio de janeiro
a0abd26659c9914690cbd3320d39fd96,4,2017-05-27 14:03:00,2018-06-23 11:39:00,426.12,RS,canoas
f34cd7fd85a1f8baff886edf09567be3,4,2017-08-22 12:49:00,2017-09-23 19:56:00,1236.76,SC,timbo
397b44d5bb99eabf54ea9c2b41ebb905,4,2018-01-11 12:16:00,2018-06-17 19:21:00,1756.53,RJ,niteroi
083ca1aa470c280236380973a48f77c6,4,2017-07-28 04:06:00,2018-08-13 22:19:00,320.26,PB,joao pessoa
a73c5464692d3bc09d64e3edefae9015,4,2017-08-03 17:18:00,2018-06-16 17:34:00,320.61,SP,santo andre
2ddc001b620bd90d0f4378cfde1db887,4,2017-09-30 07:44:00,2018-04-04 14:57:00,483.33,SP,osasco
a239b8e2fbce33780f1f1912e2ee5275,4,2017-02-06 14:56:00,2017-02-17 15:15:00,518.5,AM,manaus
549a24530925587e2faddb35f667e458,3,2017-06-18 09:58:00,2018-08-01 20:30:00,448.5,SP,amparo
c7c19110042036e6266adc998cbf1289,3,2017-10-26 18:51:00,2018-08-04 12:21:00,515.55,CE,acarau
e0836a97eaae86ac4adc26fbb334a527,3,2018-06-26 14:03:00,2018-08-27 09:54:00,88.27,SP,campinas
2004ba7732339d9be65f2236d8887ae4,3,2017-10-03 21:08:00,2018-05-10 11:23:00,265.05,RJ,rio de janeiro
732d307839b02bc2d3a4c26b515ea2b9,3,2017-12-12 21:09:00,2018-03-03 21:49:00,155.68,SP,aruja
af5454198a97379394cacf676e1e96cb,3,2018-08-10 10:39:00,2018-10-03 18:55:00,197.55,SP,registro
30b782a79466007756f170cb5bd6bbd8,3,2017-02-20 19:58:00,2018-07-30 22:09:00,218.75,SP,sao paulo
30a81e307f19e822e7199139fe52b1b0,3,2017-10-23 11:49:00,2018-03-16 16:04:00,131.31,MG,novo cruzeiro
e0c99ffdcd8891130985ac90cd2d8eec,3,2017-07-19 22:22:00,2017-09-26 10:03:00,588.71,MG,claudio
91d0504cf52d3f76b154c42d78979f39,3,2017-07-14 21:31:00,2018-06-12 16:26:00,247.88,MG,itajuba
f0fd988c7c2a4cba167138a8adada6ca,3,2018-01-06 12:43:00,2018-06-11 15:55:00,175.54,BA,cansancao
230a1e9f42924d41f37fd22a1d4a9707,3,2018-07-26 10:19:00,2018-09-06 14:50:00,69.46,SP,santana de parnaiba
3e5306add1209e5ba184092dd1587282,3,2017-01-15 10:14:00,2018-01-11 15:11:00,209.79,DF,brasilia
8f2fa110f45a5b5592f1593842b7e87d,3,2017-07-02 13:09:00,2018-06-08 14:39:00,371.48,SP,cotia
9d31457a03125fc870787a251760315a,3,2017-01-28 15:55:00,2017-08-30 19:45:00,320.17,SP,sao paulo
7849336c1b7785f258ffef06aedbd216,3,2017-09-20 18:26:00,2018-07-24 20:45:00,622.56,SP,amparo
0e4cb268bd62da7db135af6349b4fc2a,3,2017-11-24 13:15:00,2017-11-24 20:39:00,195.45999999999998,SP,barrinha
a66315c850c3712707754c1eca7a8069,3,2017-05-18 11:00:00,2018-04-25 12:23:00,671.46,SP,sao paulo
3de0c9303f39b7ccfe69ca11aee19cc6,3,2018-01-19 14:06:00,2018-04-25 11:42:00,725.8,SP,sao jose dos campos
8f6ce2295bdbec03cd50e34b4bd7ba0a,3,2017-02-09 12:48:00,2018-07-31 22:03:00,405.02000000000004,RJ,rio de janeiro
3db6e5afa8e8178a29afc729855315e2,3,2017-06-08 14:12:00,2017-11-24 18:28:00,779.34,RJ,rio de janeiro
7779fdf670bfe673e064b9aa5447674e,3,2017-05-24 13:17:00,2017-08-03 06:04:00,159.57,SP,mogi das cruzes
2e43e031f10de28e557c35ef668f9396,3,2017-01-26 13:15:00,2017-01-26 13:15:00,350.97,RS,canoas
a72a2d4e19868dba726c0e6f49198c7e,3,2017-10-06 16:05:00,2018-08-14 09:43:00,538.33,GO,firminopolis
310647380793836bfa5b7b6b3f518423,3,2017-04-18 09:46:00,2017-10-18 13:34:00,385.24,SP,ribeirao preto
c4fe9fc8b5e1b4f9992db983d0429854,3,2017-04-20 19:21:00,2017-05-06 10:29:00,364.86,RJ,tres rios
9077449283dc1319d5e51fb3159b28e2,3,2017-05-27 19:20:00,2017-08-03 14:19:00,299.43,ES,anchieta
ef0103e9602d12594d19c2b666219bc1,3,2018-08-29 08:44:00,2018-09-17 17:21:00,0.0,MG,belo horizonte
d26c616e241736e0c1c1ab14150239e7,3,2018-02-28 15:57:00,2018-05-15 13:04:00,579.78,RJ,niteroi
76a0491dd70c125840fa259f00dfc351,3,2018-01-14 14:19:00,2018-04-14 12:00:00,297.96000000000004,MT,alta floresta
90f323e9f0948ddd96c6f6a8ecc75830,3,2017-03-15 22:59:00,2017-06-05 00:11:00,245.2,SC,tijucas
df946ef265626b1e0a425292815ddead,3,2017-07-21 22:46:00,2017-08-01 13:45:00,152.41,SP,cubatao
9c08d6f85c7fcec4b08ead25590c0af7,3,2018-05-14 00:11:00,2018-05-31 16:35:00,393.08000000000004,SP,sao paulo
3bab949ef05da8e9b3cfd541b6af0ffd,3,2017-04-30 14:37:00,2017-06-11 12:44:00,746.28,MG,uberaba
7589544c08cc5de364cad85ee73f4b63,3,2017-11-19 21:38:00,2018-06-24 17:20:00,265.14,SP,sao paulo
7588c20c457369de8caad958afc1cc06,3,2017-01-27 09:33:00,2018-03-16 15:44:00,265.84000000000003,RO,porto velho
d132b863416f85f2abb1a988ca05dd12,3,2017-08-14 13:42:00,2018-07-21 19:57:00,1276.52,SP,santo andre
e016365b624d1755f3e2d0e8f1631ebb,3,2017-05-22 14:33:00,2018-02-16 17:59:00,435.57000000000005,PA,rio maria
c6df3869c263531ebd51f0454a353605,3,2017-03-04 10:22:00,2017-03-24 06:19:00,88.85000000000001,RS,pelotas
c76762dfb642ac154475239639f7f8f4,3,2017-01-30 23:40:00,2017-02-08 23:08:00,256.86,RJ,rio de janeiro
8ffa5e9fcc3da23113128e94d1c75706,3,2018-03-01 22:40:00,2018-03-03 19:40:00,384.02,MG,visconde do rio branco
593cb774409e5239a1946d1c88e0813d,3,2017-05-06 15:43:00,2017-07-05 12:03:00,265.5,PR,maringa
cd11a0920c498edb1da9ecd2d31aa599,3,2017-10-22 22:09:00,2018-02-02 22:05:00,201.95999999999998,SP,sao paulo
18e3d276253780b44b5b7bf83f6785ec,3,2017-05-03 13:51:00,2017-11-28 17:24:00,168.85000000000002,SP,guaruja
34b0cd95480e55c2a701293a2b9671b3,3,2018-04-25 07:26:00,2018-08-28 10:57:00,295.57,SP,sao paulo
5b09c620db60411b0be6f1817c6cbe71,3,2017-08-22 16:50:00,2018-01-20 17:20:00,273.7,RJ,arraial do cabo
96f9204de777192f8feb7776d3cd09b4,3,2018-05-15 13:17:00,2018-08-09 22:53:00,315.77,SP,osasco
18a65d67bb184e736656cc017f09f7b8,3,2018-02-21 22:29:00,2018-04-13 22:53:00,225.5,RJ,rio de janeiro
1fbd81e4d0a0cf9125ca038b43533b7f,3,2017-05-05 07:48:00,2018-02-15 21:03:00,195.60000000000002,RJ,cantagalo
6eefa309faab7725bf4b9dce147e4ae6,3,2017-08-01 19:11:00,2018-01-04 05:39:00,87.6,SP,candido rodrigues
182053495bc94c2f41090ce8c41be266,3,2018-04-11 14:58:00,2018-08-19 12:58:00,214.9,MG,sabara
e3301490c373db9263c15a73172d0c6f,3,2017-03-29 16:12:00,2017-04-20 11:56:00,443.51,SP,sao paulo
ac987d464574ee0f743f9b630f937a27,3,2017-06-16 08:51:00,2017-10-01 08:20:00,515.3700000000001,PE,recife
9689908caf4de73724feed92175d867a,3,2018-02-22 09:19:00,2018-08-03 11:44:00,439.39,RJ,saquarema
acaf5177d6de60fda7ce77c48abb5230,3,2018-02-19 22:16:00,2018-04-12 00:10:00,693.2,SP,suzano
e325e139452a1ca05f5a33acedd7d94f,3,2017-11-27 11:33:00,2018-01-04 10:16:00,304.20000000000005,SP,sao paulo
e30b83af13d6ff0b0f427b2a67c43b39,3,2017-01-19 14:38:00,2017-11-28 10:44:00,841.15,MG,pocos de caldas
e68e1b61896163cdd7f8e07b2ae814c9,3,2018-04-16 02:06:00,2018-04-17 00:41:00,363.69,RJ,rio de janeiro
cef29e793e232d30250331804cdb7000,3,2017-03-09 18:15:00,2018-01-18 19:59:00,1906.6799999999998,MG,belo horizonte
32ea3bdedab835c3aa6cb68ce66565ef,3,2016-10-03 09:44:00,2018-06-28 11:46:00,137.16,SP,sao paulo
e4b98eebb8983cade8610c0def59f705,3,2017-03-25 09:08:00,2017-05-02 16:36:00,760.01,RJ,rio de janeiro
33176de67c05eeed870fd49f234387a0,3,2018-02-22 09:03:00,2018-06-04 17:03:00,1254.01,RS,cachoeirinha
cecc19ff12c206e6368dd1e9c22a848d,3,2017-03-01 17:58:00,2018-03-19 17:40:00,819.52,SP,capao bonito
98e3117841a2431959d17808f04bf23c,3,2017-08-29 15:50:00,2018-07-22 17:47:00,378.31,SP,jundiai
e53fd5575f1418397aae732c5755b6fc,3,2017-04-15 17:37:00,2018-08-20 22:54:00,132.03,SP,americana
abfe742e782fb10f5c824fcb849e5cd1,3,2017-08-18 14:30:00,2017-08-18 14:30:00,147.73,SP,sorocaba
ab243cd9e788d689cc822380f59616e1,3,2017-09-24 10:47:00,2018-02-01 09:39:00,788.81,SP,campinas
1b6e96ed99cb8d135efe220d761bbd67,3,2017-03-22 07:58:00,2018-08-15 19:50:00,115.00999999999999,SP,monte mor
9947c0ed8bf41cd508a78da36abc1d41,3,2017-08-17 03:26:00,2017-10-25 01:58:00,191.32999999999998,SP,jundiai
cfa69922f9968e0e6271647abda09b09,3,2018-05-12 10:23:00,2018-08-03 08:16:00,158.60000000000002,PI,teresina
97bc08e526795b17e1d4f642f77ae304,3,2017-08-01 07:48:00,2017-08-07 10:26:00,269.97,SP,diadema
a9e070f61d35aa13e420c8597b5ccb3d,3,2018-01-20 20:57:00,2018-01-28 18:43:00,164.0,MG,belo horizonte
ab744045d2445f5bae53b57a4b99bfbf,3,2017-10-01 17:19:00,2017-12-17 16:32:00,246.51,SP,santo andre
6bb535b0906b43e0041916897667aeed,3,2017-06-08 22:46:00,2017-09-17 18:12:00,1195.23,SC,garopaba
9832ae2f7d3e5fa4c7a1a06e9551bc61,3,2017-07-14 00:08:00,2018-04-24 23:25:00,1026.0900000000001,RJ,rio de janeiro
e9b87dccd9c326a3325385087eb0150c,3,2017-05-24 19:20:00,2017-10-05 18:45:00,451.83,RS,guaiba
9aae8213ff9bc04cc3ce48b85f43a173,3,2018-05-27 18:14:00,2018-05-27 18:33:00,373.74,RJ,itaborai
69f2934ad8b50cc05587a94cc7d68fc9,3,2017-12-01 14:38:00,2018-03-05 18:15:00,349.11,PR,francisco beltrao
ae74c314b9c383e5d7bcd99d54ffbc71,3,2017-05-08 00:45:00,2017-06-07 13:16:00,358.89,SP,ribeirao preto
c9b3b24308b1a4587ffa3e60fafc2b1f,3,2017-03-22 17:12:00,2017-11-05 23:10:00,553.15,SP,santos
565448508b44312e8489ca1bc1f5d09e,3,2017-04-20 08:47:00,2017-04-28 12:32:00,315.24,MG,belo horizonte
615922c430abddd368735199c38e735d,3,2017-04-24 16:24:00,2017-10-15 15:41:00,383.99,RJ,macae
1c628081cb579ed6035b9aa8614e69f4,3,2018-03-31 09:33:00,2018-05-22 08:28:00,202.56,SP,ribeirao preto
e13e8b789e5a8e6fe1445f924a4ed4f6,3,2018-06-01 13:39:00,2018-06-01 13:39:00,127.64999999999999,BA,salvador
39104edef5e46d7b8c61848cc95e6d97,3,2017-07-12 16:04:00,2017-10-01 10:11:00,126.27,SP,suzano
728e4a7d0db4845270091ded0923c71f,3,2017-01-05 12:06:00,2017-01-05 12:11:00,46.86,PR,curitiba
935b9c5a3162185f88dac06d8d08d623,3,2018-03-28 16:09:00,2018-05-04 11:09:00,421.32000000000005,SP,rio grande da serra
1373e04979cfa0fb2092909abbd57f25,3,2018-01-31 13:57:00,2018-05-03 10:55:00,609.12,BA,valenca
e12f7f1e96f1f9f6361572028a1fad5a,3,2017-08-20 12:01:00,2017-10-30 12:09:00,729.74,RJ,rio de janeiro
93360190b9375a40b65720ee99387a4a,3,2017-05-21 14:42:00,2018-03-30 20:27:00,192.28,PR,maringa
e1224167b1a3f92781c2ff55b0b794be,3,2017-12-01 23:54:00,2018-02-15 15:11:00,141.42000000000002,SP,sao paulo
5bdb6f56a8fb4272b802f504bb6d1287,3,2018-02-06 12:16:00,2018-02-06 12:16:00,704.09,SP,joanopolis
6f64406ed5cfa4a2d9bd35e91bfd6587,3,2017-12-11 09:46:00,2018-02-06 15:10:00,371.28,PR,curitiba
320e13a9e22b4e4cda8c17ed1c140ce0,3,2017-11-27 13:42:00,2017-12-05 22:17:00,100.16999999999999,SP,porto ferreira
e78838df9c44e102b6ac84cc5eea7d5c,3,2017-02-07 22:52:00,2017-02-07 22:52:00,205.95999999999998,MG,astolfo dutra
cc14ea7099959d91a17c9d7c3a46721d,3,2017-05-12 10:28:00,2017-05-19 15:52:00,581.46,ES,linhares
6a9e15d6fa8ce1cabf193c21aa577f64,3,2018-06-03 23:22:00,2018-08-05 10:50:00,370.61,SP,lorena
6a80a86f478a93a5f4c7ba8db6441a6b,3,2017-07-26 17:22:00,2017-07-26 17:22:00,342.75,MS,ponta pora
d02cbb85434c84acabb8e81bbf064d3e,3,2017-09-16 17:04:00,2018-04-05 22:07:00,157.76999999999998,SP,pedreira
ae20947231d4d44dde1680a7ab14d90a,3,2017-09-02 22:37:00,2017-09-11 22:03:00,335.15,RJ,rio de janeiro
6a6a7141119ceaeca4dfbae7a580a515,3,2017-09-15 14:45:00,2018-07-19 22:16:00,160.05,RJ,petropolis
5b3186d7cf904f2f9369aec26faba4d2,3,2017-09-20 17:12:00,2017-11-24 16:31:00,418.21000000000004,MG,montes claros
e2492e4188991b6276a4a62a287a5451,3,2018-02-01 08:52:00,2018-04-10 08:52:00,636.8,SP,mogi das cruzes
31d332d20895c5c0baefe55207a0fead,3,2017-05-14 21:56:00,2018-07-17 01:02:00,276.07,SP,ubatuba
e226254ce0c6d5b7a7ef7218c9b5b518,3,2017-06-03 21:21:00,2018-05-08 19:38:00,650.62,SP,araras
1da09dd64e235e7c2f29a4faff33535c,3,2017-05-10 14:04:00,2018-01-11 11:16:00,2164.4,RJ,niteroi
ca994abc57b0bd7981d91d0061b3d8d6,3,2017-07-13 21:03:00,2017-08-21 14:50:00,586.3000000000001,RS,porto alegre
94a19681bf6faa3c6ce3e2df1c2d97cb,3,2017-07-09 20:01:00,2017-09-24 20:25:00,201.72,SP,sao paulo
cbd08b04b3f301152b7570da5e9c8cc4,3,2017-09-13 12:37:00,2017-09-16 20:27:00,1249.87,PR,curitiba
a40096fc0a3862e9e12bc55b5f8e6ab2,3,2017-10-10 18:31:00,2017-10-11 14:49:00,457.19000000000005,RJ,rio de janeiro
86df00dc5fd68f4dd5d5945ca19f3ed6,3,2017-06-08 10:49:00,2017-10-13 16:10:00,2400.48,RS,porto alegre
b7b162291adff744d6f3c6450557ffee,3,2017-07-23 15:56:00,2018-07-27 07:57:00,519.24,SC,petrolandia
da2b78576894a7f95d45bfd20250cc54,3,2017-02-15 14:37:00,2017-12-04 17:01:00,408.7,SP,sao paulo
fc719c11b4dce594f47e1f9aa739a3a2,3,2017-11-16 17:08:00,2017-12-26 21:57:00,273.1,SP,sao paulo
7e1681f9bb31800364869a2cdbe289db,3,2017-11-21 21:31:00,2018-02-13 14:37:00,532.44,RJ,rio de janeiro
455c17b35969ca198c17f2fc9e8eba1b,3,2017-03-10 02:59:00,2018-03-10 01:46:00,704.3299999999999,BA,salvador
6419a1be8feac26ec793667b71cbaeb4,3,2017-06-04 23:49:00,2017-12-26 14:57:00,841.98,RJ,petropolis
f8bc1d81f395f6239a2a5ab1b9edf1ab,3,2017-10-06 15:02:00,2018-08-20 12:00:00,515.0999999999999,MG,belo horizonte
06a52782a04f0086d16b9c22d0e29438,3,2017-05-06 20:11:00,2017-05-06 20:11:00,153.32999999999998,MS,dourados
4dcabe94c61f202327839a734955b0cf,3,2018-03-05 22:57:00,2018-03-07 22:26:00,402.13,SP,sao paulo
7d3d94b4740895a17760e976797f9f0e,3,2017-05-14 23:34:00,2018-04-22 17:47:00,211.82,GO,planaltina
26a6e3e036636ef1d5636f98b66094cc,3,2018-01-16 20:56:00,2018-06-19 12:51:00,480.52,SP,sao joaquim da barra
5f45aa4ef9b8fb99b95d33a970bb64a7,3,2017-08-02 15:01:00,2018-05-01 17:20:00,185.83,SP,sao paulo
08c07c761592a71b85136aa4fe76a6f4,3,2017-08-11 12:22:00,2018-04-06 15:28:00,405.03,BA,valente
bf6656ef50e6fd00e7517b01d615b4f3,3,2017-03-01 09:56:00,2017-08-26 08:06:00,294.83,ES,vila velha
4e2d666f4bbc94a8ded712172a433d65,3,2018-02-25 09:57:00,2018-04-17 17:48:00,178.65,RJ,rio de janeiro
b64ebaf3d11b7209fe566364cc359a51,3,2017-07-17 22:44:00,2017-07-17 22:44:00,198.14000000000001,SP,sao bernardo do campo
25f3cf83109f636d52d288fa4e797111,3,2018-02-25 21:01:00,2018-02-25 21:01:00,126.33,RJ,rio de janeiro
07b1b60bca2b6326fa2adb259ea4a55f,3,2018-03-26 22:19:00,2018-05-09 17:16:00,251.54000000000002,RS,porto alegre
db03954a9a1cc5e71f6e0f73e81a628c,3,2017-09-17 18:22:00,2017-10-05 16:48:00,575.94,MS,sidrolandia
c0118e2c0a037c31aeca71d0b81f66a1,3,2017-08-07 09:14:00,2018-03-29 19:17:00,400.48,SP,estiva gerbi
db07fd2ad9869f8356b1fbeefdac31e8,3,2017-12-17 11:57:00,2018-03-23 23:40:00,263.8,SP,jacarei
894382535eef1ce243ec19088626be0e,3,2017-09-20 15:08:00,2018-03-05 09:38:00,295.3,RJ,rio de janeiro
64df076fb557552498049bb07ed1cd5f,3,2018-04-25 10:52:00,2018-05-10 10:13:00,554.24,RJ,rio de janeiro
8961b4ca2c5aceb7a78ea72c6e0c840a,3,2017-11-27 22:10:00,2018-06-23 17:45:00,780.4,SP,osasco
a029899dd8534557a81c369475ff80c8,3,2018-04-13 13:19:00,2018-05-01 17:38:00,511.28999999999996,GO,morrinhos
42befda568ea0df110b6cec63c233bea,3,2017-10-09 12:17:00,2018-03-23 13:44:00,236.76,SP,sao paulo
b59e4bb4efe81ba0f7d30cff6734f9a2,3,2017-12-04 15:00:00,2017-12-04 15:07:00,342.48,ES,aracruz
d4a5e9f19897de65433c9d97bf4b9f8e,3,2018-05-02 01:27:00,2018-07-17 23:36:00,636.9000000000001,SP,sao paulo
78b5cbc4b9ad61445b6609593addca37,3,2017-08-18 12:01:00,2018-01-11 11:06:00,352.09,MG,paracatu
297ec5afd18366f5ba27520cc4954151,3,2018-02-16 13:30:00,2018-05-12 21:23:00,1451.0,SP,sao paulo
bb58670190dba4e9b320f84cb98317a3,3,2017-06-14 23:41:00,2017-06-14 23:45:00,126.33,RJ,saquarema
a3021c629bd1d99347a8e75a9ab035d8,3,2017-07-22 11:43:00,2017-11-08 11:31:00,277.4,SP,sao paulo
821e75291b1ad362e614c0ea79fc95a6,3,2018-04-24 00:20:00,2018-07-23 01:03:00,537.44,SP,itaquaquecetuba
ba87a137c5191264841e0be40e53f4ed,3,2018-02-21 08:39:00,2018-02-21 08:39:00,238.02,MG,guaxupe
ba84da8c159659f116329563a0a981dd,3,2018-08-26 16:26:00,2018-09-26 08:40:00,94.63,RJ,petropolis
ba77e9b6506636dcbd03e463d4786f24,3,2017-04-14 19:35:00,2017-07-02 20:47:00,269.64,RS,caxias do sul
043aee247e71edff7045664609f4d806,3,2017-03-22 12:29:00,2017-07-17 19:00:00,405.41,SP,jales
041caba6a63ace5818387698ea85cdb2,3,2017-03-15 21:50:00,2018-05-24 13:50:00,153.46,SP,guarulhos
6204c4e582a95b6a350adf6988623bfb,3,2017-09-17 22:44:00,2018-03-03 20:44:00,347.52,SP,sao jose do rio pardo
6222ef69df52b4ed71be551725551cc0,3,2017-01-05 13:33:00,2017-01-05 13:48:00,56.86,PR,curitiba
d7624d219b6ffad980e91412174db310,3,2017-04-05 17:58:00,2017-04-05 17:58:00,87.75,SP,catanduva
d75acd4c5b7b4dfd32b9d9172b195419,3,2018-03-27 14:04:00,2018-06-04 19:10:00,310.31,SP,sao paulo
bc3e7032668d3f411c227eec09221362,3,2018-06-15 17:36:00,2018-08-13 16:38:00,190.08,MG,ribeirao das neves
fd8ccc89be43894d2553494c71a61fd8,3,2018-03-11 22:52:00,2018-04-19 08:19:00,258.03,RJ,niteroi
d6df1c8cb71c59d9b52d828dc6d0f5b3,3,2018-04-19 08:26:00,2018-04-19 08:26:00,224.82,DF,brasilia
02e9109b7e0a985108b43e573b6afb23,3,2017-11-23 16:19:00,2018-05-14 11:04:00,602.73,SP,sao paulo
4bbaf6f7a10a7e26a8777aa5cb6d5864,3,2017-02-05 18:47:00,2018-03-17 11:24:00,554.09,RJ,rio de janeiro
803c530613f5c4ee03502be0d6894de0,3,2017-12-18 10:39:00,2018-03-29 15:41:00,486.22999999999996,SP,sao jose dos campos
ff922bdd6bafcdf99cb90d7f39cea5b3,3,2017-02-22 12:26:00,2017-09-14 14:24:00,139.6,SP,barra bonita
ff36be26206fffe1eb37afd54c70e18b,3,2018-07-28 15:49:00,2018-08-23 12:38:00,92.76,SP,campinas
bd86b1862fe796149a4d2af57bd85451,3,2018-03-28 20:31:00,2018-06-07 22:52:00,359.94,BA,barra do tarrachil
7f50c43baa66aae590aa1a067427cce5,3,2017-09-01 11:19:00,2018-04-25 10:23:00,171.04,MG,belo horizonte
fe59d5878cd80080edbd29b5a0a4e1cf,3,2017-06-07 19:54:00,2017-08-22 11:50:00,185.09,DF,guara
46958f708ade6b6a88b2e5aca1e66de5,3,2017-08-30 06:22:00,2017-08-30 06:22:00,156.03,PR,ampere
8689b3e15d4b16cfd05ecf597a523453,3,2017-03-30 13:21:00,2018-01-12 16:26:00,259.37,MG,timoteo
d64023c35e5c1452ce568e993ac12c86,3,2018-02-20 08:24:00,2018-06-18 21:29:00,280.64,SP,sao paulo
2b161eaf4956b131691842e87b3c39c7,3,2018-02-27 11:11:00,2018-03-13 09:45:00,225.17000000000002,SP,valinhos
