customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
78eaf64bbec5be698446f147a94ff08c,199,1,1830.9,3,3,5,335,Potential Loyalist
0dc8607bd2a9e3ba0f6f779a34fd8f1b,450,1,1830.12,1,1,5,115,Can't Lose
1e12754604af85397680cb28482f73a6,97,1,1828.41,4,1,5,415,New Customers
789866f98a4d051812a2ad7e9c2443c0,463,1,1826.34,1,3,5,135,At Risk
d7c6f5abd3a5d2d8104fcfcd7d532537,546,1,1826.07,1,5,5,155,Loyal
2612bdea8da13840fcf41e580f3aecc5,201,1,1821.87,3,1,5,315,Promising
cfebfc0e3c40c12fa6153e1e76d2685c,30,1,1821.82,5,5,5,555,Champions
05748049eafd0da8f0a37ce5cda4dce2,191,1,1817.54,3,1,5,315,Promising
7a58ad4933a353bfe3152b324b6af16b,141,1,1816.11,4,3,5,435,Potential Loyalist
674a31639c206a92e7077f033dcd56b7,170,1,1814.29,4,3,5,435,Potential Loyalist
dd265b228bcddbbb6142d6e9298da605,287,1,1812.33,2,5,5,255,Loyal
800631fef0a782c3a8efe7d8071df64a,523,1,1810.5,1,3,5,135,At Risk
7b4af48119080837db56a8c7d53ecc08,489,1,1806.68,1,3,5,135,At Risk
91d5a00f873221953fecf0445846876e,170,1,1804.05,4,3,5,435,Potential Loyalist
90f0014eb4ff7a436c6505ac7dfe2a27,194,1,1803.24,3,3,5,335,Potential Loyalist
b86c6a1eec592676b0ab050e49a54c20,278,1,1798.01,2,4,5,245,Loyal
399c706d8c2c93239ebf9f0287aad6c1,78,1,1797.73,5,2,5,525,New Customers
798c892185a68de46c66da84b8c3031d,515,1,1793.23,1,3,5,135,At Risk
502e8addaeba926b9c154da9f3bbbecf,12,1,1789.02,5,2,5,525,New Customers
ff1b3169e72d6d5f7ec72eb1d232e2ce,327,1,1787.72,2,5,5,255,Loyal
6141c2f0b2588d5a833cb947ca6c1a9b,116,1,1784.1999999999998,4,2,5,425,New Customers
d5dfe91af956d7349cbb8ef18653c6de,259,1,1783.7,3,5,5,355,Loyal
7606fb21cf20a7b04dcafb032d1e9ecd,563,1,1782.55,1,3,5,135,At Risk
4bec6258afa662db2ba5c04e01df955f,218,1,1778.01,3,2,5,325,Promising
d88f8c26c57542970a3db88923164c9c,257,1,1775.26,3,5,5,355,Loyal
97697c5f77b484cb0cec9eaa81c679d5,360,1,1770.72,2,3,5,235,Need Attention
37eb443380c8aba9174ef0dbe858fbe4,22,1,1768.4,5,2,5,525,New Customers
4a60b2ce1ee8c7b828e4bbcca5b86b41,351,1,1767.1000000000001,2,2,5,225,Need Attention
3069ea492e72b967405163189ad0c29b,334,1,1761.6399999999999,2,1,5,215,Can't Lose
10342b679b1e6bca244ffe405d8b3034,47,1,1759.26,5,1,5,515,New Customers
a9f4551ff7d2289c309aa713c0d26cf3,161,1,1759.04,4,4,5,445,Champions
5c9d09439a7815d2c59d2242d90b296c,32,1,1756.1000000000001,5,2,5,525,New Customers
9cb739dc712ebd193e4eb94f3aeb8d20,287,1,1755.35,2,4,5,245,Loyal
ddebb2c1ef54d5d045ebfa082cf869da,331,1,1755.21,2,5,5,255,Loyal
aaaa1ef4f90f3cf6cd099870ea77e99a,278,1,1740.3899999999999,2,4,5,245,Loyal
e464bacc73c48134f460e289a5f0baf9,49,1,1738.17,5,5,5,555,Champions
67ada02dc1c10400e1bd19e1d84541ff,176,1,1736.3,4,3,5,435,Potential Loyalist
136531654012e2483205dc3be3076c58,97,1,1733.7,4,1,5,415,New Customers
3b6fe3d556f810c109eb9987775e8aec,419,1,1733.34,1,2,5,125,Can't Lose
7372fb39ddd5b2bcfb9466a66fa69dd3,126,1,1730.87,4,3,5,435,Potential Loyalist
17a124500c28c0202b563d221b84062b,166,1,1730.87,4,1,5,415,New Customers
0e7728da0deb73f150ac54bb55a2356e,349,1,1730.04,2,1,5,215,Can't Lose
9f494ea8a1d67d1e6e22813311751679,148,1,1729.98,4,4,5,445,Champions
e1da85c44ec16ca1c253fec643d257ab,12,1,1728.81,5,5,5,555,Champions
2569d6c5ed547bf0feaf37e32677fdaa,215,1,1727.67,3,1,5,315,Promising
faac83b2c331891dd609c7b3626aed85,183,1,1725.64,3,5,5,355,Loyal
0fca9e1dfa39a880a6f0ec6ecbc774ad,514,1,1719.92,1,1,5,115,Can't Lose
9d5b4e1c9cea65d80c0d229f2f51f8a0,227,1,1714.21,3,4,5,345,Loyal
b8413f7f4483d2539434ada199471a33,306,1,1714.02,2,4,5,245,Loyal
54438b94370217a9ec2bc0a5d8ad8871,328,1,1710.18,2,2,5,225,Need Attention
b0f06b1979dedd3f28f8f0d5e4ad08fb,22,1,1702.3500000000001,5,4,5,545,Champions
